# класс;литера;пол; Имя;Отч;Фам; тел;адр;eml

1;3;1;Имя037;Отч037;Фам037;Тел037;Адр037;Пчт037;
1;3;2;Имя038;Отч038;Фам038;Тел038;Адр038;Пчт038;
1;3;2;Имя039;Отч039;Фам039;Тел039;Адр039;Пчт039;
1;3;1;Имя040;Отч040;Фам040;Тел040;Адр040;Пчт040;
1;3;1;Имя041;Отч041;Фам041;Тел041;Адр041;Пчт041;
1;3;2;Имя042;Отч042;Фам042;Тел042;Адр042;Пчт042;
1;3;1;Имя043;Отч043;Фам043;Тел043;Адр043;Пчт043;
1;3;2;Имя044;Отч044;Фам044;Тел044;Адр044;Пчт044;
1;3;1;Имя045;Отч045;Фам045;Тел045;Адр045;Пчт045;
1;3;1;Имя046;Отч046;Фам046;Тел046;Адр046;Пчт046;

2;1;1;Имя047;Отч047;Фам047;Тел047;Адр047;Пчт047;
2;1;2;Имя048;Отч048;Фам048;Тел048;Адр048;Пчт048;
2;1;1;Имя049;Отч049;Фам049;Тел049;Адр049;Пчт049;
2;1;1;Имя050;Отч050;Фам050;Тел050;Адр050;Пчт050;
2;1;1;Имя051;Отч051;Фам051;Тел051;Адр051;Пчт051;
2;1;2;Имя052;Отч052;Фам052;Тел052;Адр052;Пчт052;
2;1;2;Имя053;Отч053;Фам053;Тел053;Адр053;Пчт053;
2;1;2;Имя054;Отч054;Фам054;Тел054;Адр054;Пчт054;
2;1;1;Имя055;Отч055;Фам055;Тел055;Адр055;Пчт055;
2;1;2;Имя056;Отч056;Фам056;Тел056;Адр056;Пчт056;
2;1;1;Имя057;Отч057;Фам057;Тел057;Адр057;Пчт057;
2;1;1;Имя058;Отч058;Фам058;Тел058;Адр058;Пчт058;
2;1;1;Имя059;Отч059;Фам059;Тел059;Адр059;Пчт059;

2;2;2;Имя060;Отч060;Фам060;Тел060;Адр060;Пчт060;
2;2;2;Имя061;Отч061;Фам061;Тел061;Адр061;Пчт061;
2;2;2;Имя062;Отч062;Фам062;Тел062;Адр062;Пчт062;
2;2;1;Имя063;Отч063;Фам063;Тел063;Адр063;Пчт063;
2;2;1;Имя064;Отч064;Фам064;Тел064;Адр064;Пчт064;
2;2;2;Имя065;Отч065;Фам065;Тел065;Адр065;Пчт065;
2;2;2;Имя066;Отч066;Фам066;Тел066;Адр066;Пчт066;
2;2;1;Имя067;Отч067;Фам067;Тел067;Адр067;Пчт067;
2;2;2;Имя068;Отч068;Фам068;Тел068;Адр068;Пчт068;
2;2;1;Имя069;Отч069;Фам069;Тел069;Адр069;Пчт069;
2;2;2;Имя070;Отч070;Фам070;Тел070;Адр070;Пчт070;
2;2;1;Имя071;Отч071;Фам071;Тел071;Адр071;Пчт071;
2;2;1;Имя072;Отч072;Фам072;Тел072;Адр072;Пчт072;

2;3;2;Имя073;Отч073;Фам073;Тел073;Адр073;Пчт073;
2;3;2;Имя074;Отч074;Фам074;Тел074;Адр074;Пчт074;
2;3;2;Имя075;Отч075;Фам075;Тел075;Адр075;Пчт075;
2;3;1;Имя076;Отч076;Фам076;Тел076;Адр076;Пчт076;
2;3;1;Имя077;Отч077;Фам077;Тел077;Адр077;Пчт077;
2;3;2;Имя078;Отч078;Фам078;Тел078;Адр078;Пчт078;
2;3;2;Имя079;Отч079;Фам079;Тел079;Адр079;Пчт079;
2;3;2;Имя080;Отч080;Фам080;Тел080;Адр080;Пчт080;
2;3;2;Имя081;Отч081;Фам081;Тел081;Адр081;Пчт081;
2;3;1;Имя082;Отч082;Фам082;Тел082;Адр082;Пчт082;
2;3;2;Имя083;Отч083;Фам083;Тел083;Адр083;Пчт083;
2;3;1;Имя084;Отч084;Фам084;Тел084;Адр084;Пчт084;
2;3;1;Имя085;Отч085;Фам085;Тел085;Адр085;Пчт085;

3;1;2;Имя086;Отч086;Фам086;Тел086;Адр086;Пчт086;
3;1;1;Имя087;Отч087;Фам087;Тел087;Адр087;Пчт087;
3;1;2;Имя088;Отч088;Фам088;Тел088;Адр088;Пчт088;
3;1;1;Имя089;Отч089;Фам089;Тел089;Адр089;Пчт089;
3;1;2;Имя090;Отч090;Фам090;Тел090;Адр090;Пчт090;
3;1;1;Имя091;Отч091;Фам091;Тел091;Адр091;Пчт091;
3;1;1;Имя092;Отч092;Фам092;Тел092;Адр092;Пчт092;
3;1;2;Имя093;Отч093;Фам093;Тел093;Адр093;Пчт093;
3;1;1;Имя094;Отч094;Фам094;Тел094;Адр094;Пчт094;
3;1;1;Имя095;Отч095;Фам095;Тел095;Адр095;Пчт095;
3;1;1;Имя096;Отч096;Фам096;Тел096;Адр096;Пчт096;
3;1;2;Имя097;Отч097;Фам097;Тел097;Адр097;Пчт097;
3;1;1;Имя098;Отч098;Фам098;Тел098;Адр098;Пчт098;
3;1;1;Имя099;Отч099;Фам099;Тел099;Адр099;Пчт099;
3;1;1;Имя100;Отч100;Фам100;Тел100;Адр100;Пчт100;
3;1;2;Имя101;Отч101;Фам101;Тел101;Адр101;Пчт101;
3;1;2;Имя102;Отч102;Фам102;Тел102;Адр102;Пчт102;
3;1;1;Имя103;Отч103;Фам103;Тел103;Адр103;Пчт103;
3;1;2;Имя104;Отч104;Фам104;Тел104;Адр104;Пчт104;
3;1;2;Имя105;Отч105;Фам105;Тел105;Адр105;Пчт105;

3;2;1;Имя106;Отч106;Фам106;Тел106;Адр106;Пчт106;
3;2;1;Имя107;Отч107;Фам107;Тел107;Адр107;Пчт107;
3;2;1;Имя108;Отч108;Фам108;Тел108;Адр108;Пчт108;
3;2;2;Имя109;Отч109;Фам109;Тел109;Адр109;Пчт109;
3;2;1;Имя110;Отч110;Фам110;Тел110;Адр110;Пчт110;
3;2;2;Имя111;Отч111;Фам111;Тел111;Адр111;Пчт111;
3;2;1;Имя112;Отч112;Фам112;Тел112;Адр112;Пчт112;
3;2;1;Имя113;Отч113;Фам113;Тел113;Адр113;Пчт113;
3;2;2;Имя114;Отч114;Фам114;Тел114;Адр114;Пчт114;
3;2;2;Имя115;Отч115;Фам115;Тел115;Адр115;Пчт115;
3;2;2;Имя116;Отч116;Фам116;Тел116;Адр116;Пчт116;

3;3;2;Имя117;Отч117;Фам117;Тел117;Адр117;Пчт117;
3;3;1;Имя118;Отч118;Фам118;Тел118;Адр118;Пчт118;
3;3;2;Имя119;Отч119;Фам119;Тел119;Адр119;Пчт119;
3;3;1;Имя120;Отч120;Фам120;Тел120;Адр120;Пчт120;
3;3;1;Имя121;Отч121;Фам121;Тел121;Адр121;Пчт121;
3;3;2;Имя122;Отч122;Фам122;Тел122;Адр122;Пчт122;
3;3;1;Имя123;Отч123;Фам123;Тел123;Адр123;Пчт123;
3;3;1;Имя124;Отч124;Фам124;Тел124;Адр124;Пчт124;
3;3;1;Имя125;Отч125;Фам125;Тел125;Адр125;Пчт125;
3;3;1;Имя126;Отч126;Фам126;Тел126;Адр126;Пчт126;
3;3;1;Имя127;Отч127;Фам127;Тел127;Адр127;Пчт127;
3;3;2;Имя128;Отч128;Фам128;Тел128;Адр128;Пчт128;
3;3;1;Имя129;Отч129;Фам129;Тел129;Адр129;Пчт129;

4;1;1;Имя130;Отч130;Фам130;Тел130;Адр130;Пчт130;
4;1;1;Имя131;Отч131;Фам131;Тел131;Адр131;Пчт131;
4;1;1;Имя132;Отч132;Фам132;Тел132;Адр132;Пчт132;
4;1;1;Имя133;Отч133;Фам133;Тел133;Адр133;Пчт133;
4;1;2;Имя134;Отч134;Фам134;Тел134;Адр134;Пчт134;
4;1;1;Имя135;Отч135;Фам135;Тел135;Адр135;Пчт135;
4;1;1;Имя136;Отч136;Фам136;Тел136;Адр136;Пчт136;
4;1;2;Имя137;Отч137;Фам137;Тел137;Адр137;Пчт137;
4;1;2;Имя138;Отч138;Фам138;Тел138;Адр138;Пчт138;
4;1;1;Имя139;Отч139;Фам139;Тел139;Адр139;Пчт139;
4;1;1;Имя140;Отч140;Фам140;Тел140;Адр140;Пчт140;
4;1;2;Имя141;Отч141;Фам141;Тел141;Адр141;Пчт141;
4;1;1;Имя142;Отч142;Фам142;Тел142;Адр142;Пчт142;
4;1;1;Имя143;Отч143;Фам143;Тел143;Адр143;Пчт143;
4;1;1;Имя144;Отч144;Фам144;Тел144;Адр144;Пчт144;
4;1;2;Имя145;Отч145;Фам145;Тел145;Адр145;Пчт145;
4;1;2;Имя146;Отч146;Фам146;Тел146;Адр146;Пчт146;
4;1;2;Имя147;Отч147;Фам147;Тел147;Адр147;Пчт147;

4;2;1;Имя148;Отч148;Фам148;Тел148;Адр148;Пчт148;
4;2;2;Имя149;Отч149;Фам149;Тел149;Адр149;Пчт149;
4;2;2;Имя150;Отч150;Фам150;Тел150;Адр150;Пчт150;
4;2;2;Имя151;Отч151;Фам151;Тел151;Адр151;Пчт151;
4;2;2;Имя152;Отч152;Фам152;Тел152;Адр152;Пчт152;
4;2;2;Имя153;Отч153;Фам153;Тел153;Адр153;Пчт153;
4;2;2;Имя154;Отч154;Фам154;Тел154;Адр154;Пчт154;
4;2;1;Имя155;Отч155;Фам155;Тел155;Адр155;Пчт155;
4;2;1;Имя156;Отч156;Фам156;Тел156;Адр156;Пчт156;
4;2;1;Имя157;Отч157;Фам157;Тел157;Адр157;Пчт157;
4;2;1;Имя158;Отч158;Фам158;Тел158;Адр158;Пчт158;
4;2;1;Имя159;Отч159;Фам159;Тел159;Адр159;Пчт159;
4;2;1;Имя160;Отч160;Фам160;Тел160;Адр160;Пчт160;

4;3;1;Имя161;Отч161;Фам161;Тел161;Адр161;Пчт161;
4;3;2;Имя162;Отч162;Фам162;Тел162;Адр162;Пчт162;
4;3;1;Имя163;Отч163;Фам163;Тел163;Адр163;Пчт163;
4;3;1;Имя164;Отч164;Фам164;Тел164;Адр164;Пчт164;
4;3;1;Имя165;Отч165;Фам165;Тел165;Адр165;Пчт165;
4;3;2;Имя166;Отч166;Фам166;Тел166;Адр166;Пчт166;
4;3;2;Имя167;Отч167;Фам167;Тел167;Адр167;Пчт167;
4;3;1;Имя168;Отч168;Фам168;Тел168;Адр168;Пчт168;
4;3;1;Имя169;Отч169;Фам169;Тел169;Адр169;Пчт169;
4;3;2;Имя170;Отч170;Фам170;Тел170;Адр170;Пчт170;
4;3;2;Имя171;Отч171;Фам171;Тел171;Адр171;Пчт171;
4;3;2;Имя172;Отч172;Фам172;Тел172;Адр172;Пчт172;
4;3;1;Имя173;Отч173;Фам173;Тел173;Адр173;Пчт173;
4;3;1;Имя174;Отч174;Фам174;Тел174;Адр174;Пчт174;
4;3;1;Имя175;Отч175;Фам175;Тел175;Адр175;Пчт175;

4;4;1;Имя176;Отч176;Фам176;Тел176;Адр176;Пчт176;
4;4;2;Имя177;Отч177;Фам177;Тел177;Адр177;Пчт177;
4;4;2;Имя178;Отч178;Фам178;Тел178;Адр178;Пчт178;
4;4;1;Имя179;Отч179;Фам179;Тел179;Адр179;Пчт179;
4;4;1;Имя180;Отч180;Фам180;Тел180;Адр180;Пчт180;
4;4;1;Имя181;Отч181;Фам181;Тел181;Адр181;Пчт181;
4;4;2;Имя182;Отч182;Фам182;Тел182;Адр182;Пчт182;
4;4;1;Имя183;Отч183;Фам183;Тел183;Адр183;Пчт183;
4;4;1;Имя184;Отч184;Фам184;Тел184;Адр184;Пчт184;
4;4;2;Имя185;Отч185;Фам185;Тел185;Адр185;Пчт185;
4;4;2;Имя186;Отч186;Фам186;Тел186;Адр186;Пчт186;
4;4;1;Имя187;Отч187;Фам187;Тел187;Адр187;Пчт187;
4;4;1;Имя188;Отч188;Фам188;Тел188;Адр188;Пчт188;
4;4;1;Имя189;Отч189;Фам189;Тел189;Адр189;Пчт189;
4;4;1;Имя190;Отч190;Фам190;Тел190;Адр190;Пчт190;

5;1;1;Имя191;Отч191;Фам191;Тел191;Адр191;Пчт191;
5;1;2;Имя192;Отч192;Фам192;Тел192;Адр192;Пчт192;
5;1;1;Имя193;Отч193;Фам193;Тел193;Адр193;Пчт193;
5;1;2;Имя194;Отч194;Фам194;Тел194;Адр194;Пчт194;
5;1;2;Имя195;Отч195;Фам195;Тел195;Адр195;Пчт195;
5;1;1;Имя196;Отч196;Фам196;Тел196;Адр196;Пчт196;
5;1;2;Имя197;Отч197;Фам197;Тел197;Адр197;Пчт197;
5;1;1;Имя198;Отч198;Фам198;Тел198;Адр198;Пчт198;
5;1;2;Имя199;Отч199;Фам199;Тел199;Адр199;Пчт199;
5;1;2;Имя200;Отч200;Фам200;Тел200;Адр200;Пчт200;
5;1;1;Имя201;Отч201;Фам201;Тел201;Адр201;Пчт201;
5;1;2;Имя202;Отч202;Фам202;Тел202;Адр202;Пчт202;

5;2;2;Имя203;Отч203;Фам203;Тел203;Адр203;Пчт203;
5;2;2;Имя204;Отч204;Фам204;Тел204;Адр204;Пчт204;
5;2;1;Имя205;Отч205;Фам205;Тел205;Адр205;Пчт205;
5;2;2;Имя206;Отч206;Фам206;Тел206;Адр206;Пчт206;
5;2;2;Имя207;Отч207;Фам207;Тел207;Адр207;Пчт207;
5;2;1;Имя208;Отч208;Фам208;Тел208;Адр208;Пчт208;
5;2;1;Имя209;Отч209;Фам209;Тел209;Адр209;Пчт209;
5;2;2;Имя210;Отч210;Фам210;Тел210;Адр210;Пчт210;
5;2;1;Имя211;Отч211;Фам211;Тел211;Адр211;Пчт211;
5;2;1;Имя212;Отч212;Фам212;Тел212;Адр212;Пчт212;
5;2;2;Имя213;Отч213;Фам213;Тел213;Адр213;Пчт213;
5;2;2;Имя214;Отч214;Фам214;Тел214;Адр214;Пчт214;
5;2;1;Имя215;Отч215;Фам215;Тел215;Адр215;Пчт215;
5;2;1;Имя216;Отч216;Фам216;Тел216;Адр216;Пчт216;
5;2;2;Имя217;Отч217;Фам217;Тел217;Адр217;Пчт217;
5;2;2;Имя218;Отч218;Фам218;Тел218;Адр218;Пчт218;

5;3;1;Имя219;Отч219;Фам219;Тел219;Адр219;Пчт219;
5;3;2;Имя220;Отч220;Фам220;Тел220;Адр220;Пчт220;
5;3;1;Имя221;Отч221;Фам221;Тел221;Адр221;Пчт221;
5;3;1;Имя222;Отч222;Фам222;Тел222;Адр222;Пчт222;
5;3;1;Имя223;Отч223;Фам223;Тел223;Адр223;Пчт223;
5;3;1;Имя224;Отч224;Фам224;Тел224;Адр224;Пчт224;
5;3;1;Имя225;Отч225;Фам225;Тел225;Адр225;Пчт225;
5;3;1;Имя226;Отч226;Фам226;Тел226;Адр226;Пчт226;
5;3;2;Имя227;Отч227;Фам227;Тел227;Адр227;Пчт227;
5;3;2;Имя228;Отч228;Фам228;Тел228;Адр228;Пчт228;
5;3;1;Имя229;Отч229;Фам229;Тел229;Адр229;Пчт229;
5;3;2;Имя230;Отч230;Фам230;Тел230;Адр230;Пчт230;
5;3;2;Имя231;Отч231;Фам231;Тел231;Адр231;Пчт231;
5;3;1;Имя232;Отч232;Фам232;Тел232;Адр232;Пчт232;

5;4;1;Имя233;Отч233;Фам233;Тел233;Адр233;Пчт233;
5;4;2;Имя234;Отч234;Фам234;Тел234;Адр234;Пчт234;
5;4;2;Имя235;Отч235;Фам235;Тел235;Адр235;Пчт235;
5;4;2;Имя236;Отч236;Фам236;Тел236;Адр236;Пчт236;
5;4;1;Имя237;Отч237;Фам237;Тел237;Адр237;Пчт237;
5;4;1;Имя238;Отч238;Фам238;Тел238;Адр238;Пчт238;
5;4;2;Имя239;Отч239;Фам239;Тел239;Адр239;Пчт239;
5;4;2;Имя240;Отч240;Фам240;Тел240;Адр240;Пчт240;
5;4;1;Имя241;Отч241;Фам241;Тел241;Адр241;Пчт241;
5;4;1;Имя242;Отч242;Фам242;Тел242;Адр242;Пчт242;

5;5;2;Имя243;Отч243;Фам243;Тел243;Адр243;Пчт243;
5;5;2;Имя244;Отч244;Фам244;Тел244;Адр244;Пчт244;
5;5;2;Имя245;Отч245;Фам245;Тел245;Адр245;Пчт245;
5;5;2;Имя246;Отч246;Фам246;Тел246;Адр246;Пчт246;
5;5;2;Имя247;Отч247;Фам247;Тел247;Адр247;Пчт247;
5;5;1;Имя248;Отч248;Фам248;Тел248;Адр248;Пчт248;
5;5;1;Имя249;Отч249;Фам249;Тел249;Адр249;Пчт249;
5;5;1;Имя250;Отч250;Фам250;Тел250;Адр250;Пчт250;
5;5;1;Имя251;Отч251;Фам251;Тел251;Адр251;Пчт251;
5;5;2;Имя252;Отч252;Фам252;Тел252;Адр252;Пчт252;
5;5;2;Имя253;Отч253;Фам253;Тел253;Адр253;Пчт253;
5;5;1;Имя254;Отч254;Фам254;Тел254;Адр254;Пчт254;
5;5;2;Имя255;Отч255;Фам255;Тел255;Адр255;Пчт255;
5;5;1;Имя256;Отч256;Фам256;Тел256;Адр256;Пчт256;
5;5;1;Имя257;Отч257;Фам257;Тел257;Адр257;Пчт257;

6;1;2;Имя258;Отч258;Фам258;Тел258;Адр258;Пчт258;
6;1;2;Имя259;Отч259;Фам259;Тел259;Адр259;Пчт259;
6;1;1;Имя260;Отч260;Фам260;Тел260;Адр260;Пчт260;
6;1;1;Имя261;Отч261;Фам261;Тел261;Адр261;Пчт261;
6;1;2;Имя262;Отч262;Фам262;Тел262;Адр262;Пчт262;
6;1;2;Имя263;Отч263;Фам263;Тел263;Адр263;Пчт263;
6;1;1;Имя264;Отч264;Фам264;Тел264;Адр264;Пчт264;
6;1;1;Имя265;Отч265;Фам265;Тел265;Адр265;Пчт265;
6;1;1;Имя266;Отч266;Фам266;Тел266;Адр266;Пчт266;
6;1;2;Имя267;Отч267;Фам267;Тел267;Адр267;Пчт267;
6;1;1;Имя268;Отч268;Фам268;Тел268;Адр268;Пчт268;
6;1;1;Имя269;Отч269;Фам269;Тел269;Адр269;Пчт269;
6;1;1;Имя270;Отч270;Фам270;Тел270;Адр270;Пчт270;
6;1;2;Имя271;Отч271;Фам271;Тел271;Адр271;Пчт271;
6;1;2;Имя272;Отч272;Фам272;Тел272;Адр272;Пчт272;
6;1;2;Имя273;Отч273;Фам273;Тел273;Адр273;Пчт273;
6;1;1;Имя274;Отч274;Фам274;Тел274;Адр274;Пчт274;
6;1;1;Имя275;Отч275;Фам275;Тел275;Адр275;Пчт275;
6;1;2;Имя276;Отч276;Фам276;Тел276;Адр276;Пчт276;
6;1;2;Имя277;Отч277;Фам277;Тел277;Адр277;Пчт277;

6;2;2;Имя278;Отч278;Фам278;Тел278;Адр278;Пчт278;
6;2;1;Имя279;Отч279;Фам279;Тел279;Адр279;Пчт279;
6;2;1;Имя280;Отч280;Фам280;Тел280;Адр280;Пчт280;
6;2;1;Имя281;Отч281;Фам281;Тел281;Адр281;Пчт281;
6;2;2;Имя282;Отч282;Фам282;Тел282;Адр282;Пчт282;
6;2;2;Имя283;Отч283;Фам283;Тел283;Адр283;Пчт283;
6;2;1;Имя284;Отч284;Фам284;Тел284;Адр284;Пчт284;
6;2;1;Имя285;Отч285;Фам285;Тел285;Адр285;Пчт285;
6;2;2;Имя286;Отч286;Фам286;Тел286;Адр286;Пчт286;
6;2;2;Имя287;Отч287;Фам287;Тел287;Адр287;Пчт287;
6;2;2;Имя288;Отч288;Фам288;Тел288;Адр288;Пчт288;

6;3;2;Имя289;Отч289;Фам289;Тел289;Адр289;Пчт289;
6;3;2;Имя290;Отч290;Фам290;Тел290;Адр290;Пчт290;
6;3;1;Имя291;Отч291;Фам291;Тел291;Адр291;Пчт291;
6;3;2;Имя292;Отч292;Фам292;Тел292;Адр292;Пчт292;
6;3;1;Имя293;Отч293;Фам293;Тел293;Адр293;Пчт293;
6;3;1;Имя294;Отч294;Фам294;Тел294;Адр294;Пчт294;
6;3;1;Имя295;Отч295;Фам295;Тел295;Адр295;Пчт295;
6;3;2;Имя296;Отч296;Фам296;Тел296;Адр296;Пчт296;
6;3;1;Имя297;Отч297;Фам297;Тел297;Адр297;Пчт297;
6;3;2;Имя298;Отч298;Фам298;Тел298;Адр298;Пчт298;
6;3;2;Имя299;Отч299;Фам299;Тел299;Адр299;Пчт299;
6;3;2;Имя300;Отч300;Фам300;Тел300;Адр300;Пчт300;
6;3;1;Имя301;Отч301;Фам301;Тел301;Адр301;Пчт301;
6;3;2;Имя302;Отч302;Фам302;Тел302;Адр302;Пчт302;

6;4;1;Имя303;Отч303;Фам303;Тел303;Адр303;Пчт303;
6;4;2;Имя304;Отч304;Фам304;Тел304;Адр304;Пчт304;
6;4;2;Имя305;Отч305;Фам305;Тел305;Адр305;Пчт305;
6;4;1;Имя306;Отч306;Фам306;Тел306;Адр306;Пчт306;
6;4;2;Имя307;Отч307;Фам307;Тел307;Адр307;Пчт307;
6;4;1;Имя308;Отч308;Фам308;Тел308;Адр308;Пчт308;
6;4;2;Имя309;Отч309;Фам309;Тел309;Адр309;Пчт309;
6;4;1;Имя310;Отч310;Фам310;Тел310;Адр310;Пчт310;
6;4;1;Имя311;Отч311;Фам311;Тел311;Адр311;Пчт311;
6;4;2;Имя312;Отч312;Фам312;Тел312;Адр312;Пчт312;
6;4;1;Имя313;Отч313;Фам313;Тел313;Адр313;Пчт313;
6;4;2;Имя314;Отч314;Фам314;Тел314;Адр314;Пчт314;
6;4;2;Имя315;Отч315;Фам315;Тел315;Адр315;Пчт315;
6;4;1;Имя316;Отч316;Фам316;Тел316;Адр316;Пчт316;
6;4;1;Имя317;Отч317;Фам317;Тел317;Адр317;Пчт317;
6;4;2;Имя318;Отч318;Фам318;Тел318;Адр318;Пчт318;
6;4;2;Имя319;Отч319;Фам319;Тел319;Адр319;Пчт319;
6;4;1;Имя320;Отч320;Фам320;Тел320;Адр320;Пчт320;

7;1;1;Имя321;Отч321;Фам321;Тел321;Адр321;Пчт321;
7;1;1;Имя322;Отч322;Фам322;Тел322;Адр322;Пчт322;
7;1;1;Имя323;Отч323;Фам323;Тел323;Адр323;Пчт323;
7;1;2;Имя324;Отч324;Фам324;Тел324;Адр324;Пчт324;
7;1;1;Имя325;Отч325;Фам325;Тел325;Адр325;Пчт325;
7;1;2;Имя326;Отч326;Фам326;Тел326;Адр326;Пчт326;
7;1;2;Имя327;Отч327;Фам327;Тел327;Адр327;Пчт327;
7;1;1;Имя328;Отч328;Фам328;Тел328;Адр328;Пчт328;
7;1;2;Имя329;Отч329;Фам329;Тел329;Адр329;Пчт329;
7;1;1;Имя330;Отч330;Фам330;Тел330;Адр330;Пчт330;
7;1;1;Имя331;Отч331;Фам331;Тел331;Адр331;Пчт331;

7;2;2;Имя332;Отч332;Фам332;Тел332;Адр332;Пчт332;
7;2;2;Имя333;Отч333;Фам333;Тел333;Адр333;Пчт333;
7;2;1;Имя334;Отч334;Фам334;Тел334;Адр334;Пчт334;
7;2;1;Имя335;Отч335;Фам335;Тел335;Адр335;Пчт335;
7;2;1;Имя336;Отч336;Фам336;Тел336;Адр336;Пчт336;
7;2;1;Имя337;Отч337;Фам337;Тел337;Адр337;Пчт337;
7;2;2;Имя338;Отч338;Фам338;Тел338;Адр338;Пчт338;
7;2;1;Имя339;Отч339;Фам339;Тел339;Адр339;Пчт339;
7;2;1;Имя340;Отч340;Фам340;Тел340;Адр340;Пчт340;
7;2;2;Имя341;Отч341;Фам341;Тел341;Адр341;Пчт341;
7;2;2;Имя342;Отч342;Фам342;Тел342;Адр342;Пчт342;
7;2;1;Имя343;Отч343;Фам343;Тел343;Адр343;Пчт343;
7;2;2;Имя344;Отч344;Фам344;Тел344;Адр344;Пчт344;
7;2;2;Имя345;Отч345;Фам345;Тел345;Адр345;Пчт345;
7;2;1;Имя346;Отч346;Фам346;Тел346;Адр346;Пчт346;
7;2;1;Имя347;Отч347;Фам347;Тел347;Адр347;Пчт347;
7;2;1;Имя348;Отч348;Фам348;Тел348;Адр348;Пчт348;
7;2;2;Имя349;Отч349;Фам349;Тел349;Адр349;Пчт349;
7;2;1;Имя350;Отч350;Фам350;Тел350;Адр350;Пчт350;

7;3;1;Имя351;Отч351;Фам351;Тел351;Адр351;Пчт351;
7;3;1;Имя352;Отч352;Фам352;Тел352;Адр352;Пчт352;
7;3;1;Имя353;Отч353;Фам353;Тел353;Адр353;Пчт353;
7;3;2;Имя354;Отч354;Фам354;Тел354;Адр354;Пчт354;
7;3;1;Имя355;Отч355;Фам355;Тел355;Адр355;Пчт355;
7;3;2;Имя356;Отч356;Фам356;Тел356;Адр356;Пчт356;
7;3;2;Имя357;Отч357;Фам357;Тел357;Адр357;Пчт357;
7;3;2;Имя358;Отч358;Фам358;Тел358;Адр358;Пчт358;
7;3;1;Имя359;Отч359;Фам359;Тел359;Адр359;Пчт359;
7;3;2;Имя360;Отч360;Фам360;Тел360;Адр360;Пчт360;
7;3;2;Имя361;Отч361;Фам361;Тел361;Адр361;Пчт361;
7;3;2;Имя362;Отч362;Фам362;Тел362;Адр362;Пчт362;
7;3;1;Имя363;Отч363;Фам363;Тел363;Адр363;Пчт363;
7;3;1;Имя364;Отч364;Фам364;Тел364;Адр364;Пчт364;
7;3;2;Имя365;Отч365;Фам365;Тел365;Адр365;Пчт365;
7;3;1;Имя366;Отч366;Фам366;Тел366;Адр366;Пчт366;
